id|title|year|conferenceid|journalid|keyword
627650|Effect of twinning on flow stress during initial stage of hot compression of twin roll cast Mg-5.51Zn-0.49Zr alloy|2010|0|6818|Key words: magnesium alloy; basal slip; non-basal slip; twinning; hot deformation; recrystallization
627947|Simplifying Complex Objects: The PROBE Approach to Modelling and Querying Them|1987|544|0|
628000|Taxation of foreign multinationals: A sequential bargaining approach to tax holidays|1994|0|4812|Key words: tax holidays, bargaining, sunk costs, multinationals
628576|Data I/O Optimization in Storage Systems|2004|1014|0|
628753|Memory device based on a ferroelectric tunnel junction|2002|3527|0|
629107||2010|0|13639|Keywords compost, soil fertility, tuber quality, minerals, crop production, Solanum tuberosum
629576|Aortic Valve Replacement in Patients With Mild or Moderate Aortic Stenosis and Coronary Bypass Surgery|2005|0|14157|
629715|Complementarity and sequencing of innovations: new varieties and mechanized processing for cassava in West Africa|2004|0|15907|Technology adoption,Inter-related technologies,Nigeria
629722|Metabolism of<i>N‘</i>-Nitrosonornicotine Enantiomers by Cultured Rat Esophagus and in Vivo in Rats|2000|0|8156|
630090|Strontium EXAFS Reveals the Proximity of Calcium to the Manganese Cluster of Oxygen-Evolving Photosystem II|1998|0|2169|
630094|Nonlinear Control of a Hydraulic Parallel Manipulator|2001|38|0|
630102|XML's Impact on Databases and Data Sharing|2001|0|11|
630570|An integrated efficient solution for computing frequent and top-<i>k</i> elements in data streams|2006|0|222|
630710|Absence of Mn-centered oxidation in the S2 to S3 transition: Implications for the mechanism of photosynthetic water oxidation|2000|0|2083|
630814||1986|0|15256|
631507||2006|0|7737|kinase activation; allosteric regulation; bacterial phosphosignaling; PKR; DFG motif
631680||2005|0|0|
632102||2008|0|8377|
632310|Shannon capacities and error-correction codes for optical atmospheric turbulent channels|2005|0|4566|
632802|The Optimal Recourse Problem in Discrete Time: $L^1 $-Multipliers for Inequality Constraints|1978|0|7380|
632871|Israeliadolescents' Comprehension and Evaluation of Democracy|1989|0|11626|
632903|Specific heat and resistivity study of heavy fermion compound CeCuGa|1991|0|8583|
632996|Nonparametric belief propagation for distributed tracking of robot networks with noisy inter-distance measurements|2009|2821|0|I. INTRODUCTION
633084|RuleMining : a new analysis tool for PASE, the web-based platform for polypetide chips experiments|2007|0|0|
633236|An active multibaseline stereo system with real-time image acquisition|1994|0|0|
633416||2000|0|8518|
634750|Suppression of intrachannel nonlinearities using BCJR algorithm and iterative decoding|2006|4609|0|
635925|Integrable Evolution Equations on Associative Algebras|1997|0|0|
636152|A Temporal Description Logic for Reasoning about Actions and Plans|2011|0|299|Computer Science - Artificial Intelligence
636227|Boussinesq solitary-wave as a multiple-time solution of the Korteweg–de Vries hierarchy|1995|0|0|KORTEWEG−DE VRIES EQUATION, BOUSSINESQ EQUATIONS, PERTURBATION THEORY, WAVE EQUATIONS, SOLITONS, INTEGRABLE SYSTEMS
636481|How to support inheritance and run-time polymorphism in Fortran 90|1998|0|811|
636630|A se-mantic analysis of conditional logic|1970|0|0|
637202|Measurement of the W charge asymmetry in the W → μ ν decay mode in pp collisions at s = 7   TeV with the ATLAS detector|2011|0|147|W production; Charge asymmetry; Parton distribution function; Muon decay mode
638202|Detecting phrase-level duplication on the world wide web|2005|368|0|content duplication|data mining|web characterization|web pages|web spam
638300|Panoramic Vision, Sensors Theory and Applications|2001|0|0|
638823|Time-domain measurements using a superresolution technique|1990|4304|0|
638832|The pathway of hepatitis C virus mRNA recruitment to the human ribosome|2009|0|1750|
639126|Attitudes and Motivation|1988|0|10132|
640178|Open controller for distributed instrumentation systems|2009|4176|0|IEEE 1451.1; Web Services; distributed instrumentation; interoperability
640374|A kernel view of the dimensionality reduction of manifolds|2004|35|0|
640681|Aspects of the behaviour of compacted clayey soils on drying and wetting paths|2002|0|5147|
640681|Aspects of the behaviour of compacted clayey soils on drying and wetting paths|2002|0|5147|
640883|The Effects of Layer Properties on Shear Disturbance Propagation in Skin|1991|0|5492|
641329|25 Years of Endoscopic Sphincterotomy in Erlangen: Assessment of the Experience in 3498 Patients|1998|0|3100|
641454|Socio-psychological barriers to peace making: An empirical examination within the Israeli Jewish Society|2011|0|0|barriers; conflict; conflict resolution; freezing
641734|Does your brain use the images in it, and if so, how?|2002|0|7889|
641849|Search for resonant WZ production in the $WZ \to l\nu l'l'$ channel in $\sqrt{s}$ = 7 TeV pp collisions with the ATLAS detector|2012|0|0|Particle Physics - Experiment
641911||1983|0|15122|
642354|Specifying nonspecific evidence|1998|0|59|
642354|Specifying nonspecific evidence|1998|0|59|
642389|The interpolation problem with a degree constraint|1999|0|5336|
642500|Carcinogen biomarkers related to smoking and upper aerodigestive tract cancer|1993|0|7722|
643214||1996|0|8156|
643226|MESOSCALE SEA ICE FEATURES DERIVED FROM DISCONTINUOUS NONRIGID MOTION SAR PRODUCTS|0|0|0|
643595|AN EMPIRICAL APPROACH TO REAL-VALUED MULTIPLE-INSTANCE CLASSIFICATIONS|2000|0|0|
644184|Towards a theory of horizontal mergers|1992|0|0|losses from merger; strategic substitutes
644190|Organization TobReg proposal smoke: a description of the World Health Mandated lowering of toxicants in cigarette|0|0|0|
644728|SOCIAL FACTORS IN SECOND LANGUAGE ATTRITION|1985|0|11060|
645068|A Cost-Effective Usability Evaluation Progression for Novel Interactive Systems|2004|736|0|
645107|Tokenized State Machine Model for Synthesis of Sequential Circuits into EPLDs and FPGAs|1992|1124|0|
645223|A simulation test of the optical Kerr mechanism for laser-induced nucleation|2011|0|0|crystallisation, free energy, laser materials processing, Monte Carlo methods, nucleation, optical Kerr effect, Potts model
645792|Radiation Effects in MOS Oxides|2008|0|8423|
645843|Gravitation and Duality Symmetry|2005|0|0|
646682|Creating Prototypes for Fast Classification in Dempster-Shafer Clustering|2003|0|299|Computer Science - Artificial Intelligence, Computer Science - Neural and Evolutionary Computing, I.2.3, I.5.3
646682|Creating Prototypes for Fast Classification in Dempster-Shafer Clustering|2003|0|299|Computer Science - Artificial Intelligence, Computer Science - Neural and Evolutionary Computing, I.2.3, I.5.3
646926|A Mixture Density Based Approach to Object Recognition for Image Retrieval|2000|2830|0|
647374|Underlying Technical issues in Electricity Deregulation|1997|736|0|
647492|The Online Knowledge Center: Building a Component Based Portal|2002|65|0|Keywords: portlets, XML messaging, hybrid search
647557|Dominant spinal muscular atrophy with lower extremity predominance: Linkage to 14q32|2010|0|8055|
647574||2006|0|2180|
647574||2006|0|2180|
647966|Host Revocation Authority: A Way of Protecting Mobile Agents from Malicious Hosts|2003|46|0|
648352|A game on partial orderings|1996|0|7412|03E05
648567|Telecommunications Technology|1991|0|15967|
648602||2008|0|2868|
648674|Applications of pet in the brain|1987|0|8091|
649131|Evaluating Certification Protocols in the Partial Database State Machine|2006|2086|0|Keywords: Distributed Databases, Replication, Group Communication, Performance Evaluation.
649131|Evaluating Certification Protocols in the Partial Database State Machine|2006|2086|0|Keywords: Distributed Databases, Replication, Group Communication, Performance Evaluation.
649169|Enter - prise information integration: successes|2005|0|0|
649491|Health promotion work in the juvenile justice system|2004|0|3440|
649492||2000|0|3722|
649492||2000|0|3722|
649940|Breadth-First Search Crawling Yields High-Quality Pages|2001|526|0|Keywords Crawling, crawl order, breadth-first search, page quality metric, PageRank
649955||1991|0|2256|
650060|The One-Dimensional Heat Equation|0|0|0|
650107|The Complexity of Satisfiability for Fragments of Hybrid Logic-Part I|2009|0|299|Keywords: hybrid logic, satisfiability, decidability, complexity, Post's lattice.
650581|A Comparison of the Relational and CODASYL Approaches to Data-Base Management|1976|0|210|
650734|Inferring Temporal Order of Images From 3D Structure|2007|838|0|
650875|Authentication Assurance Level Taxonomies for Smart Identity Token Deployments - A New Approach|2010|622|0|
651423|An Object Model for Evolutionary Configuration Management|1993|0|0|
651888|Factors and values of willingness to pay for improved construction waste management – A perspective of Malaysian contractors|2007|0|5888|
652055|A Tobacco-Specific Lung Carcinogen in the Urine of Men Exposed to Cigarette Smoke|1993|0|3918|
652165|6-( sup 18 F)fluoro-L-dopa probes dopamine turnover rates in central dopaminergic structures|1990|0|8010|
652326|Mexico after the debt crisis: is growth sustainable?|1995|0|4847|E2; F4
652442|Querying XML Databases|2002|342|0|
652548|Positive solutions for singular p-Laplacian equations with sign changing nonlinearities using inequality theory|2005|0|796|One dimensional p-Laplacian; Positive solution; Upper and lower solution
652860|Of hammers and nails: an empirical comparison of three paradigms for processing large graphs|2012|0|0|data-parallel computing|databases|graph algorithms|graph servers|very large graphs
653003|A tobacco-specific carcinogen in the fetus|2000|0|4142|
653107|Spectroscopic properties of all-ceramic composite with layer-by-layer of Nd:Y3Al5O12 and Nd:Y3ScAl4O12|2005|4803|0|
653909|High-performance liquid chromatographic determination of naproxen, ibuprofen and diclofenac in plasma and synovial fluid in man|1992|0|14068|
654152|K-PPM : an exact Multi-Objective Method|2006|0|0|
654201|Allen Newell: Unified Theories of Cognition|1993|0|242|
655309|Gallbladder Emptying and Cholecystokinin Response to Fish Oil and Trioleate Ingestion|1996|0|3069|Cholecystokinin,Fish oils,Gallbladder emptying,Gastric emptying,Gastrin Secretin
655318|ON THE EFFECTS OF VARIATION IN FREQUENCY OF STIMULATION ON STRIATED, CARDIAC AND SMOOTH MUSCLE|1924|0|248|
655614|A distributed discrete event dynamic model for supply chain of business enterprises|2002|3548|0|
655755|Structure of melanoma inhibitory activity protein, a member of a recently identified family of secreted proteins|2001|0|919|
655823|Normal variants of Microcephalin and ASPM do not account for brain size variability|2006|0|7711|
656181|An Instrumental Motivation In Language Study|1991|0|11514|
656482|Electrical characterization of amorphous lanthanum aluminate thin films grown by molecular-beam deposition on silicon|2006|0|8359|Dielectric thin films, Metal-insulator-semiconductor structures
656502|Mechanisms of Antileukemic Activity of the Novel Bcl-2 Homology Domain-3 Mimetic GX15-070 (Obatoclax)|2008|0|2811|
657144|A Model of Name Resolution in Distributed Systems|1986|21|0|
657724|Atomic collisions in secondary ion production by hydrogen near the electronic stopping power maximum|1999|0|5708|Secondary ion emission; Track production; Stopping power
657914|Moving Frames and Joint Differential Invariants|1999|0|0|
658020|Distillation in the presence of non-equilibrium reversible reactions|1985|0|1946|
658345|Feature based models for anatomical data fitting|1995|0|293|NURBS; feature based data fitting; facial profiles
658521|The treatment of viral warts with topical cidofovir 1%: our experience of seven paediatric patients|2009|0|2754|
658521|The treatment of viral warts with topical cidofovir 1%: our experience of seven paediatric patients|2009|0|2754|
658528|An Experimental Implementation of the Tilde Naming System|1990|0|304|
659255|A Performance Oriented Service Interface for Virtual Private Networks|1998|0|0|
659283|Constrained Integer Approximation to Planar Line Intersection|1991|0|46|
659872|An application of topological transversality to non-positive higher order difference equations|1999|0|796|
659961|On Obstructions in Relation to a Fixed Viewpoint|1989|706|0|
660193|Physicochemical and Electrical Properties of LaLuO[sub 3]/Ge(100) Structures Submitted to Postdeposition Annealings|2010|0|2020|
660497|Geometric Complexity Theory I: An Approach to the P vs. NP and Related Problems|2001|0|147|
660962|v-Arc: Ensemble Learning in the Presence of Outliers|1999|187|0|
661135|Berry Ellagitannins May Not Be Sufficient for Prevention of Tumors in the Rodent Esophagus<sup>†</sup>|2010|0|1260|
661137|Strategy Spaces And Abstract Target Machines For Query Optimization|1982|0|12|
661164|A new method for moving-average parameter estimation|2010|4998|0|
661314|3-D object tracking and human grasp recognition for robot programming by demonstration|1995|0|0|
